bodyPart,equipment,gifUrl,id,name,target
back,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/RxFuJ4DbwgPRGO,1354,medicine ball overhead slam,upper back
upper arms,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/YSRdHiwcMTXQUk,1750,medicine ball supine chest throw,triceps
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_xTEt+dU41sSld,0627,mixed grip chin-up,lats
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/rwLh+KVO7DbfW9,3217,modified hindu push-up (male),pectorals
lower arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/uMqB+NWOANEnbG,1421,modified push up to lower arms,forearms
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/66mbxnxXYOgkWN,0628,monster walk,glutes
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/CfGyv6K+v4n+td,0630,mountain climber,cardiovascular system
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/v=OO3jTKBWyrfa,0631,muscle up,lats
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/W+hcU7_kKFIjsE,1401,muscle-up (on vertical bar),lats
upper arms,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/QMcrUCpppfQ7+a,2328,narrow push-up on exercise ball,triceps
neck,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/eA9z4TgSIhyQ71,1403,neck side stretch,levator scapulae
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/UygndnEfhq5-pn,0634,negative crunch,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/4txkgmFbZTPM5Q,1495,oblique crunch v. 2,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/rywuwiBC5xFBbn,0635,oblique crunches floor,abs
upper arms,olympic barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4pq9T-5vXeH=P5,0636,olympic barbell hammer curl,biceps
upper arms,olympic barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/fMjVuNxdhKKUYN,0637,olympic barbell triceps extension,triceps
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/fhF_37Hj7EyZYY,1355,one arm against wall,lats
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/YoIqT2iTc9Sb3P,0638,one arm chin-up,lats
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-K2CRf=qzsah+B,0639,one arm dip,triceps
waist,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/AG97at7HkEVNk+,0640,one arm slam (with medicine ball),abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/hndhb5rQDKKmRC,1773,one arm towel row,upper back
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_B0hzo5I2q4ZbD,1386,one leg donkey calf raise,calves
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/8ljZWjUSdWv-d0,1387,one leg floor calf raise,calves
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/25KIB3t4oecWmr,1476,one leg squat,glutes
waist,weighted,https://edbv2-ff7foj6vca-uc.a.run.app/image/LDA2qRqNvdwe84,0641,otis up,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/S0nHgVSDjsKxAU,0642,outside leg kick push-up,glutes
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/j4Seq9xksWp0QZ,0643,overhead triceps stretch,triceps
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Iuq_p1woXzNSuR,3147,pelvic tilt,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/O66xW6HBPv36d2,1422,pelvic tilt into bridge,glutes
lower legs,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/lUG6slE1jyh_ol,1388,peroneals stretch,calves
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/srvOJay3fgVdku,3662,pike-to-cobra push-up,glutes
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/tCV=qRvgD7lLNI,1306,plyo push up,pectorals
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/wercrXyU4Be5xe,1687,posterior step to overhead reach,abs
lower legs,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/DaGVRUGc-qwRVX,1389,posterior tibialis stretch,calves
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/CN7qSpmCalaOUi,3119,potty squat,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/=hsrlp3lpduczF,3132,potty squat with support,glutes
upper legs,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/noHe80_nFAbM3K,0648,power clean,hamstrings
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ATfPtBhw7xExSJ,3665,power point plank,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ad=0zHtgZV07+3,3203,prisoner half sit-up (male),abs
waist,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/vn3vitaVn91NeV,1707,prone twist on stability ball,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/bfT2G9KjrJ3pbD,0651,pull up (neutral grip),lats
waist,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/Hg2k3BWt1iO7VB,0650,pull-in (on stability ball),abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-1Vwr7OtrszZhr,0652,pull-up,lats
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/HQCOtg4aLE1KQ-,1689,push and pull bodyweight,pectorals
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/rE9w8RFRuWJzol,3638,push to run,cardiovascular system
chest,bosu ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/kOyK75CcxLd4Uh,1307,push up on bosu ball,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/egQP0EtYx80aip,0662,push-up,pectorals
chest,bosu ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/LgEVbFIZrcqg0O,0653,push-up (bosu ball),pectorals
chest,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/UFH-WjfBIFdioD,0655,push-up (on stability ball),pectorals
chest,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/Lgmm_6yskgONtD,0656,push-up (on stability ball),pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/lpNnDlnD1NMW=o,0659,push-up (wall),pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/uAaCe+iZWDRi1i,0658,push-up (wall) v. 2,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sceugSzNx0ZqeJ,0660,push-up close-grip off dumbbell,triceps
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ylYsBEbJ4w_doO,0661,push-up inside leg kick,glutes
chest,medicine ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/jlzSleRfL452ov,0663,push-up medicine ball,pectorals
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/zGLEqzHmwoDMpw,1467,push-up on lower arms,triceps
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-djIfyPw3jjvfM,3145,push-up plus,pectorals
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/JmPKVyxJTUdQhW,0664,push-up to side plank,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/gtZAv4jHK0QLJ-,3533,quads,quads
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/NXNXWxZkOPTDL2,3201,quarter sit-up,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/tIOYCpxU7ahhQj,3552,quick feet v. 2,quads
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/24UwekkJmc01vn,0666,raise single arm push-up,pectorals
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Ti-Nmg8y6CcfBY,0668,rear decline bridge,glutes
shoulders,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/rc36LZQZUbPHJf,0669,rear deltoid stretch,delts
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/dJSQDUp2N==+Yn,0670,rear pull-up,lats
upper legs,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/PTNVT2HK9mokX0,1582,reclining big toe pose with rope,hamstrings
upper legs,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/MhJ3wezbEPTuQB,3236,resistance band hip thrusts on knees (female),glutes
upper legs,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/YfbSNSPPS9gBhF,3007,resistance band leg extension,quads
upper arms,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/ROMq0p=EJPO-OI,3123,resistance band seated biceps curl,biceps
chest,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/zi9oIsFy07inX6,3124,resistance band seated chest press,pectorals
upper legs,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/0Cfd=ubVjmy8dr,3006,resistance band seated hip abduction,abductors
shoulders,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/dwnw_Dd7oKXZ1B,3122,resistance band seated shoulder press,delts
back,resistance band,https://edbv2-ff7foj6vca-uc.a.run.app/image/cGjxiS4pci_=tX,3144,resistance band seated straight back row,upper back
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/J017-3tAXoc5z6,0872,reverse crunch,abs
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/PhWo8yDclcb_gA,0672,reverse dip,triceps
back,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/4vdGbIhw0XQQfT,0673,reverse grip machine lat pulldown,lats
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/E_2A3U6f3OvDFz,0674,reverse grip pull-up,lats
upper legs,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/EQ3t_q_-SElC_G,0675,reverse hyper extension (on stability ball),glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/9QlvI5-xNK_wC_,1423,reverse hyper on flat bench,glutes
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/UutqB2BkF=p_zW,3663,reverse plank with leg lift,abs
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/bEaPde8lppx_wo,0677,ring dips,triceps
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/9eu0HUO72KUTc_,2571,rocking frog stretch,glutes
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/YrnIxqn9BB4Zux,0678,rocky pull-up pulldown,lats
back,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/7d15RXgj6NbNeO,2208,roller back stretch,spine
waist,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/vypIm=Gh2CJW-u,2204,roller body saw,abs
upper legs,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/8ovHSQJeC8lg_6,2205,roller hip lat stretch,glutes
upper legs,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/WEvoH2vPPdxH6R,2202,roller hip stretch,glutes
waist,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/alF-mJI6c=nC90,2206,roller reverse crunch,abs
chest,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/fBZYbH6J6NT1d4,2203,roller seated shoulder flexor depresor retractor,pectorals
chest,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/jAhGk+++8bgnMl,2209,roller seated single leg shoulder flexor depresor retractor,pectorals
back,roller,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z5veOp9PlLUsBD,2207,roller side lat stretch,lats
back,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/_1aRFLgnTM2znu,0680,rope climb,upper back
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/IiebBnRIIiCZCv,0685,run,cardiovascular system
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Hp4RSMuKcneDpg,0684,run (equipment),cardiovascular system
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/yQZJzTVxEVfeTU,1585,runners stretch,hamstrings
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/SQAhBd=qX0QIAg,0687,russian twist,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/QNuYCx7bHXeVy_,3012,scapula dips,traps
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/a3LMtMo0CfGkVY,3021,scapula push-up,serratus anterior
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/X7-ulfNQLM1HPd,0688,scapular pull-up,traps
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/oVziXIr-x5_mpp,3219,scissor jumps (male),cardiovascular system
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/lNL6CfX7N=PGKg,1390,seated calf stretch (male),calves
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/WA+TFDP3zow0Uo,1424,seated glute stretch,glutes
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/4SBB0vdu5o49KS,0689,seated leg raise,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/94LaHP6VQxzE6m,0690,seated lower back stretch,lats
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/w6ElT0X3ipwT=g,2567,seated piriformis stretch,glutes
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/nMcghr=PTxAL+X,0691,seated side crunch (wall),abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/BBmNB_9M-B9NcC,1587,seated wide angle pose sequence,hamstrings
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ArWHCWNcx2zoOG,0697,self assisted inverse leg curl,hamstrings
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/5UuDIQ2OapPdsK,1766,self assisted inverse leg curl,hamstrings
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/SCm++9DYAIu19w,0696,self assisted inverse leg curl (on floor),hamstrings
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/gjn0w8X6Dqt+_B,3222,semi squat jump (male),cardiovascular system
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_XA2Up-mt7PqH3,3656,short stride run,cardiovascular system
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/84x__lUVWa1HsX,1763,shoulder grip pull-up,lats
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/dbT+6D_Ve4biTg,3699,shoulder tap,abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/wn8tnCAPKzmUYy,0699,shoulder tap push-up,pectorals
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-x1hthh=P2azYu,1774,side bridge hip abduction,abductors
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/tRJYe4g+Z6RMx1,0705,side bridge v. 2,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/HNZSzYVo_UWScU,0709,side hip (on parallel bars),abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/90K=m52pDVMS0j,0710,side hip abduction,abductors
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/LeT9NqMh8XVK0d,1358,side lying floor stretch,lats
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Vy9o+SW+F8HK1z,3667,side lying hip adduction (male),adductors
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/2bAXdg+xqtTHQN,1775,side plank hip adduction,adductors
neck,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/ykJf7l=ruXNUir,0716,side push neck stretch,levator scapulae
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-5eHuGTLzvaPr6,0717,side push-up,triceps
lower arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/wEAsPl5R1wDaiv,0721,side wrist pull stretch,forearms
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_WNeKXjw_8uAqv,0720,side-to-side chin,lats
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/y5glVHtKe0hfoZ,3213,side-to-side toe touch (male),abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Qt92Y+5Fr=_M2k,0725,single arm push-up,pectorals
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/jVBXMYjeVequv2,3645,single leg bridge with outstretched leg,glutes
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WG4F+R8R+pz=2t,0727,single leg calf raise (on a dumbbell),calves
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/t5on27pqw5d2Ag,0730,single leg platform slide,hamstrings
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/reL5ck4S_SXQlt,1759,single leg squat (pistol) male,glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/QdVxwFqJcmGe6D,1489,sissy squat,quads
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/_tKjzoVb3nGbvw,0735,sit-up v. 2,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/vXKysNy7srs8dc,3679,sit-up with arms on chest,abs
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/WAfZJeU4OboLNb,3361,skater hops,cardiovascular system
upper arms,skierg machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/8GjO2bz7M_uHCr,2142,ski ergometer,triceps
cardio,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/HNNRKur731fGi_,3671,ski step,cardiovascular system
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/8vBnBsxXHdLxqg,3304,skin the cat,upper back
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Yea+rD-bmoeUY+,1425,sled 45 degrees one leg press,glutes
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/HJIPBotvUKGfcg,0738,sled 45в° calf press,calves
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/dInRW8UmIp3vQs,0739,sled 45в° leg press,glutes
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Fn5iBhlnzpYKjY,1464,sled 45в° leg press (back pov),glutes
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/bT7Bn+5MzM+Isg,1463,sled 45в° leg press (side pov),glutes
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/WL48BnK24NjtkL,0740,sled 45в° leg wide press,glutes
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/QhfDuPiWs8PhC3,1391,sled calf press on leg press,calves
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/gWWSsETe6H0Hzr,0741,sled closer hack squat,glutes
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/h3uP8=hfR6c+GI,0742,sled forward angled calf raise,calves
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/TL-VgH4Onld6iv,0743,sled hack squat,glutes
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/Tgll0VDvLRwuPl,2334,sled lying calf press,calves
upper legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/UOEVhe6IeDpG_D,0744,sled lying squat,glutes
lower legs,sled machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/=jYCPGTN89xkaO,1392,sled one leg calf press on leg press,calves
waist,hammer,https://edbv2-ff7foj6vca-uc.a.run.app/image/nn-SJJow1T9mff,1496,sledge hammer,abs
back,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/fQefHqlKV9sjNE,0746,smith back shrug,traps
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/3MZoa5SO0jFDct,0747,smith behind neck press,delts
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/-tpDFpGxXI1w1Z,0748,smith bench press,pectorals
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/t4A5Ci=7n=lWJ4,0749,smith bent knee good morning,glutes
back,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/YPjtEQp+ikwTNw,1359,smith bent over row,upper back
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/IvRlZUz_YwPQgM,0750,smith chair squat,quads
upper arms,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/OFKtlU7b=Xrx1l,0751,smith close-grip bench press,triceps
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/M4jEowcXgmZHun,0752,smith deadlift,glutes
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/8K+XXPkkGV4gNB,0753,smith decline bench press,pectorals
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/RfW=-6XOWC+v2o,0754,smith decline reverse-grip press,pectorals
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/O_srmSiPEUDRJn,1433,smith front squat (clean grip),glutes
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/8WyK5jf9Vbecne,3281,smith full squat,glutes
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/jhBSH-1B2LQCHo,0755,smith hack squat,glutes
waist,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/BmjJssC3GrR7nq,0756,smith hip raise,abs
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/QkgAW1OKNXPyG3,0757,smith incline bench press,pectorals
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/LFnGWDzMiVGfjK,0758,smith incline reverse-grip press,pectorals
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/J7AJMXPYEMtdjz,0759,smith incline shoulder raises,serratus anterior
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/dTHYmXPoxhh-IT,0760,smith leg press,glutes
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/qKbtmQfeFIcNrL,1434,smith low bar squat,glutes
upper arms,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/nIfdg11V60TiOz,1683,smith machine bicep curl,biceps
upper arms,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/hsc-H2AgVakeqm,1625,smith machine decline close grip bench press,triceps
upper arms,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/g3wD0-q+Imo8Xz,1752,smith machine incline tricep extension,triceps
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/=c2sjLG8t7CRmI,1626,smith machine reverse decline close grip bench press,pectorals
back,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/52+0dCo78HKbMV,0761,smith narrow row,upper back
back,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/zvYCOK+yg+tLca,1360,smith one arm row,upper back
lower legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/JMUaPU9icXNk9W,1393,smith one leg floor calf raise,calves
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/F0Ma93ou_C_KRD,0762,smith rear delt row,delts
lower legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/xDPefHUr+_6-z2,0763,smith reverse calf raises,calves
lower legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/62NNbY5zzE+iOu,1394,smith reverse calf raises,calves
back,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/hp9K341BpRR9WE,1361,smith reverse grip bent over row,upper back
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/gUT=MNfIIHMffA,0764,smith reverse-grip press,pectorals
lower legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/LUCSmEFdeesvSG,1395,smith seated one leg calf raise,calves
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/N1CKHaP6XyOFpS,0765,smith seated shoulder press,delts
lower arms,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/lhw_pT3c1ienDB,1426,smith seated wrist curl,forearms
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/l-VRR8v2lc8==3,0766,smith shoulder press,delts
back,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/jLE_0U98-xulwP,0767,smith shrug,traps
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/+B4tqHJQxXxWoC,0768,smith single leg split squat,quads
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/_DpaMUBevn49T1,0769,smith sprint lunge,glutes
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/7KC6MWgVsUZJ=6,0770,smith squat,glutes
lower arms,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/V2qu24zuXT_4Wc,0771,smith standing back wrist curl,forearms
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/IfeiK6BuoCvH6P,0772,smith standing behind head military press,delts
lower legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/9STcYnX9fvKlHT,0773,smith standing leg calf raise,calves
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/2qXG9KP6kQ1_EP,0774,smith standing military press,delts
upper legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/l_HwfuGvt6EYG5,3142,smith sumo squat,glutes
lower legs,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/PTSEp+CIdYpR3p,1396,smith toe raise,calves
shoulders,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/S0fFt1hSq-VgPn,0775,smith upright row,delts
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/yKSS7_FD7y9qGo,1308,smith wide grip bench press,pectorals
chest,smith machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZsbbNt6DrPd83k,1309,smith wide grip decline bench press,pectorals
upper legs,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/GRZH4yNKB=G=u7,0776,snatch pull,quads
waist,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/_jYqyjrYyN4060,0777,spell caster,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/VIjkkL+dJOx+KJ,1362,sphinx,spine
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/2uPfjj=l+4YNuY,0778,spider crawl push up,glutes
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/miuPbkuZzwOl6=,1363,spine stretch,spine
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/0u2WEfNlArMKJF,2329,spine twist,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/LxoTSNL245n8vc,2368,split squats,quads
upper legs,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/7XxVam5OTpA0el,0786,squat jerk,quads
upper legs,bosu ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/LvqS=R6zuyos31,1705,squat on bosu ball,quads
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/c=1bXCrY8vhuE0,1685,squat to overhead reach,quads
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-v_tFTX6j1mZmT,1686,squat to overhead reach with twist,quads
